name,id,continent,age,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
Luis Díaz,13411,2,23,2019,2,0,1,61,69,2,375000
L. Ameka Autchanga,13412,0,21,2021,2,0,1,61,71,3,400000
L. Daschner,13415,2,19,2020,2,0,1,61,75,2,550000
T. Goppel,13416,2,21,2020,1,0,1,61,70,3,400000
M. Rodas,13417,2,21,2020,2,1,1,61,69,3,375000
R. Idda,13419,2,29,2019,3,0,1,61,62,2,220000
M. Thalhammer,13421,2,20,2019,2,0,1,61,72,2,425000
J. Hildebrandt,13422,2,21,2020,2,0,1,61,68,2,300000
Robert,13423,2,17,2020,1,1,1,61,81,3,500000
Iván,13426,2,21,2020,2,1,1,61,74,2,475000
H. Johansen,13428,2,25,2020,1,0,1,61,64,2,325000
V. Golemić,13430,2,27,2021,3,0,1,61,64,2,250000
J. Asiri,13431,1,20,2021,1,1,1,61,73,2,450000
J. Melling,13432,3,23,2020,2,0,1,61,63,2,260000
A. Al Fiqi,13439,1,25,2021,2,1,1,61,64,3,325000
D. Haspolat,13441,2,18,2021,2,0,1,61,76,3,525000
D. Lanius,13446,2,21,2020,3,0,1,61,69,2,325000
I. La Rocca,13448,2,34,2019,3,1,1,61,61,2,80000
B. Pindroch,13451,2,26,2020,0,0,1,61,63,1,210000
N. Heidemann,13452,2,23,2020,3,1,1,61,66,2,280000
P. Hercher,13455,2,22,2020,2,0,1,61,67,2,350000
L. Balerdi,13456,4,19,2021,3,0,1,61,78,2,500000
G. Guerrieri,13457,2,22,2021,0,0,1,61,68,1,260000
A. Tozzo,13459,2,25,2019,0,1,1,61,66,1,240000
A. Melo,13460,4,22,2019,2,0,1,61,72,2,425000
S. Al Qeshtah,13461,1,25,2020,3,1,1,61,63,2,260000
D. Gyollai,13464,2,21,2019,0,0,1,61,74,1,400000
R. Wulle,13468,2,24,2019,0,0,1,61,68,1,260000
P. Prado,13470,4,22,2021,3,0,1,61,72,2,375000
M. Rocca,13471,2,22,2020,2,0,1,61,69,2,375000
K. Yoshino,13473,1,23,2021,3,0,1,61,67,2,290000
M. Comba,13475,4,24,2021,2,0,1,61,66,2,325000
L. Gambin,13476,2,25,2019,2,1,1,61,63,3,300000
E. Maanane,13477,2,23,2021,1,0,1,61,66,2,350000
M. Meneses,13478,4,19,2021,2,0,1,61,71,3,400000
T. Børkeeiet,13479,2,19,2020,2,0,1,61,79,2,525000
M. Martic,13481,2,22,2020,2,0,1,61,64,2,270000
Miquel Parera,13485,2,22,2019,0,0,1,61,68,1,260000
Diego Pampín,13486,2,18,2020,3,1,1,61,79,2,450000
M. Reule,13488,2,24,2021,0,0,1,61,67,1,250000
V. Müller,13490,2,19,2019,2,0,1,61,75,2,500000
C. Ferreira,13491,4,18,2020,2,0,1,61,81,2,525000
L. Carillo,13494,2,21,2019,3,1,1,61,68,2,300000
S. Ruiz,13495,4,20,2019,3,1,1,61,73,2,400000
L. Amarilla,13496,4,22,2022,1,0,1,61,70,2,400000
P. Petrović,13498,2,22,2020,1,0,1,61,66,3,325000
F. Sulmoni,13506,2,32,2020,3,0,1,61,61,2,140000
M. Harrer,13507,2,26,2019,2,0,1,61,62,2,300000
J. Caletti,13511,3,19,2019,2,0,1,61,73,2,375000
L. Mokhevishvili,13514,2,22,2019,2,0,1,61,74,2,425000
V. Myhra,13515,2,21,2018,0,0,1,61,72,1,350000
M. Ferreira,13517,2,21,2021,3,0,1,61,71,2,350000
M. Moënza,13518,2,24,2019,3,1,1,61,66,2,280000
K. Appiah-Kubi,13523,3,26,2022,1,0,1,61,62,3,300000
J. Vagnoman,13526,2,17,2021,3,0,1,61,83,2,500000
R. Alvarez,13533,4,19,2019,2,1,1,61,79,3,550000
T. Basila,13535,2,19,2021,3,0,1,61,78,2,500000
Christovao,13537,0,25,2019,2,0,1,61,64,3,325000
M. Wintzheimer,13539,2,19,2022,1,0,1,61,77,2,550000
D. Mihajlovic,13540,2,26,2020,3,0,1,61,62,2,240000
D. Emmanouilidis,13541,2,17,2020,2,0,1,61,77,2,500000
L. Østigård,13545,2,18,2021,3,0,1,61,81,2,475000
M. Egho,13550,2,24,2021,1,1,1,61,67,2,350000
V. Vermeer,13554,2,22,2019,2,0,1,61,65,3,280000
M. Kaasa,13555,2,20,2021,2,0,1,61,74,3,475000
C. Sierra,13557,4,27,2021,2,0,1,61,61,2,260000
E. Mensah,13558,0,20,2019,1,1,1,61,72,2,425000
S. Baradji,13559,2,22,2021,1,0,1,61,68,2,350000
T. Mokwa,13564,2,25,2019,3,0,1,61,64,2,260000
D. Lippert,13565,2,22,2019,3,1,1,61,70,2,325000
M. Hjulmand,13567,2,19,2022,2,0,1,61,72,2,425000
Y. Shimaya,13568,1,29,2021,1,0,1,61,61,3,250000
J. Lotomba,13569,2,19,2021,3,0,1,61,78,2,475000
Hiago,13570,4,26,2019,2,0,1,61,61,2,270000
K. Scheidhauer,13571,2,26,2019,1,0,1,61,61,2,280000
M. Kakuda,13573,1,34,2021,3,0,1,61,61,2,80000
Rubén Sánchez,13578,2,23,2019,1,1,1,61,67,2,350000
F. Cambeses,13581,4,21,2020,0,0,1,61,75,1,450000
L. Compagnucci,13582,4,22,2018,2,0,1,61,73,2,400000
M. Borquez,13584,4,19,2019,0,0,1,61,71,1,300000
Z. Randriambololona,13586,0,24,2019,2,0,1,61,65,3,325000
K. Finnbogason,13587,2,23,2018,1,0,1,61,68,2,350000
J. Jesgarzewski,13589,2,24,2019,3,0,1,61,66,2,280000
J. Benteke,13591,2,23,2019,1,0,1,61,67,2,350000
A. Morkaya,13593,1,29,2019,2,0,1,61,61,2,200000
F. Lesniak,13603,2,22,2020,2,0,1,61,69,2,375000
K. Al Barakah,13606,1,27,2020,3,1,1,61,61,2,210000
R. Aït Nouri,13609,2,17,2021,3,1,1,61,81,2,450000
J. Rønningen,13612,2,27,2018,2,0,1,61,61,2,260000
A. Bordin,13613,2,19,2019,2,0,1,61,73,2,425000
C. Klarer,13614,2,18,2019,3,0,1,61,77,2,475000
P. Stępiński,13615,2,23,2020,3,0,1,61,67,2,290000
M. Stamnestrø,13617,2,26,2020,2,0,1,61,61,2,270000
C. Good,13625,3,25,2019,3,1,1,61,63,2,260000
D. Orellana,13628,4,25,2018,2,0,1,61,63,2,300000
A. Borkovic,13629,2,19,2019,3,1,1,61,73,2,375000
G. Vicario,13630,2,21,2021,0,0,1,61,73,1,350000
A. Madrid,13632,4,23,2023,2,0,1,61,69,2,375000
G. Cardozo,13635,4,20,2019,3,0,1,61,71,2,350000
S. Benega,13636,4,19,2021,1,0,1,61,77,2,550000
F. El Khoumisti,13638,2,25,2021,1,0,1,61,65,2,325000
T. Warschewski,13640,2,20,2020,1,0,1,61,72,2,450000
F. Sgarbi,13641,2,20,2021,3,0,1,61,70,2,350000
G. Hiwat,13643,2,24,2019,2,0,1,61,63,3,300000
I. Meslier,13645,2,18,2022,0,0,1,61,79,1,425000
H. Daza,13647,4,20,2021,3,1,1,61,74,2,425000
J. Mondragón,13648,4,23,2023,3,0,1,61,70,2,325000
T. Fukumitsu,13649,1,26,2021,2,0,1,61,61,3,270000
S. Tka,13651,0,27,2020,3,0,1,61,61,2,210000
E. Wichne,13653,2,21,2020,3,0,1,61,72,2,375000
J. Bamert,13654,2,20,2022,3,0,1,61,77,2,500000
B. Córdoba,13656,4,25,2021,2,1,1,61,64,3,325000
B. Dia,13659,2,21,2021,1,0,1,61,70,2,400000
M. Maidana,13660,4,27,2019,3,1,1,61,61,2,210000
S. Banza,13663,2,21,2020,1,0,1,61,70,2,400000
J. Ndecky,13665,0,21,2021,3,0,1,61,72,3,375000
M. Majrashi,13668,1,27,2019,1,0,1,61,61,2,270000
D. Toköz,13669,1,22,2021,2,0,1,61,72,2,425000
K. Sekiguchi,13671,1,32,2021,2,0,1,61,61,2,200000
K. Jacobs,13672,0,28,2019,2,0,1,61,61,2,250000
M. Christensen,13673,2,20,2020,2,0,1,61,73,2,450000
L. Agüero,13676,4,21,2021,1,0,1,61,72,2,450000
J. Masson,13678,2,20,2021,2,1,1,61,75,2,500000
Genaro,13683,2,20,2021,2,0,1,61,71,2,400000
D. Heymans,13685,2,19,2021,2,0,1,61,73,2,425000
R. Nicolaisen,13687,2,21,2022,3,0,1,61,75,2,500000
M. Nani,13688,4,20,2021,3,1,1,61,75,2,500000
S. Otayf,13689,1,27,2019,1,0,1,61,61,3,270000
H. Nakamura,13690,1,32,2018,3,0,1,61,61,2,140000
M. Kryeziu,13691,2,21,2021,3,0,1,61,72,2,375000
A. Gallo,13693,2,18,2023,2,1,1,61,81,2,525000
R. Romero,13698,4,19,2019,2,0,1,61,74,2,475000
B. Janošević,13699,2,28,2020,0,0,1,61,63,1,210000
D. Sula,13700,2,20,2021,1,0,1,61,71,2,425000
E. Kupen,13705,2,28,2020,1,0,1,61,61,2,260000
D. Jarl,13706,2,26,2020,3,1,1,61,64,2,260000
L. Scherff,13708,2,21,2021,2,1,1,61,70,2,400000
C. Brandeborn,13709,2,27,2018,1,0,1,61,61,3,260000
I. Djuric,13711,2,29,2020,3,0,1,61,61,2,200000
M. Allende,13712,4,19,2021,2,0,1,61,71,3,400000
M. Knudsen,13713,2,23,2021,2,0,1,61,68,2,350000
M. Olsen Pettersen,13716,2,18,2020,0,0,1,61,76,1,425000
C. Omeje,13720,0,28,2020,1,0,1,61,61,2,260000
F. Okenabirhie,13722,0,22,2020,1,0,1,61,70,3,400000
S. Warmolts,13724,2,24,2019,3,0,1,61,66,2,290000
M. Pałaszewski,13727,2,20,2021,2,0,1,60,71,2,325000
M. Pavić,13728,2,23,2021,3,1,1,60,68,2,260000
G. Damen,13731,2,20,2019,2,0,1,60,66,2,280000
Manu Navarro,13734,2,17,2019,2,0,1,60,72,3,325000
J. Wallens,13735,4,25,2020,0,0,1,60,65,1,200000
A. Parisi,13736,2,23,2023,3,0,1,60,63,2,220000
L. Yamaguchi,13737,1,20,2019,0,0,1,60,70,1,260000
K. Tagawa,13738,1,19,2021,1,1,1,60,70,2,325000
B. Adekanye,13744,2,19,2019,1,1,1,60,80,3,450000
C. Baumgartner,13745,2,18,2021,2,0,1,60,78,3,425000
Anderson Emanuel,13749,0,22,2019,1,1,1,60,72,3,375000
A. Balanta,13750,4,18,2021,2,0,1,60,80,2,375000
C. Georges,13751,2,24,2020,2,0,1,60,63,2,260000
W. Hajda,13752,2,18,2020,2,0,1,60,74,2,375000
N. Petric,13753,2,27,2020,0,0,1,60,64,1,180000
D. Kerschbaumer,13754,2,29,2020,3,0,1,60,60,3,160000
J. Montaño,13758,4,25,2021,3,0,1,60,65,2,230000
G. Herrem,13760,2,30,2019,1,0,1,60,60,2,200000
J. Calero,13762,4,19,2019,1,0,1,60,76,2,450000
S. Perić,13763,2,21,2020,3,0,1,60,66,2,240000
N. Al Dawsari,13767,1,19,2021,2,1,1,60,78,2,450000
K. Bigler,13769,2,25,2019,3,0,1,60,63,2,210000
P. Berg,13770,2,20,2018,2,0,1,60,65,2,280000
A. Karnuçu,13771,1,18,2020,2,0,1,60,79,2,375000
T. Velaphi,13773,3,31,2019,0,0,1,60,60,1,130000
Rafael Zuchi,13775,4,24,2019,3,0,1,60,66,2,240000
O. Ural,13776,1,21,2021,3,0,1,60,70,2,290000
S. Mustafa,13777,0,32,2019,2,0,1,60,60,2,120000
M. Youssouf,13778,0,30,2020,2,1,1,60,60,2,200000
M. Al Baqawi,13780,1,22,2021,3,0,1,60,69,2,270000
H. Hankić,13782,2,24,2019,0,0,1,60,65,1,200000
A. Tripaldelli,13787,2,19,2019,3,1,1,60,78,2,400000
V. Xenopoulos,13789,2,20,2021,0,0,1,60,74,1,375000
B. Warland,13790,3,21,2019,3,1,1,60,69,2,280000
M. Paes,13791,2,20,2021,0,0,1,60,71,1,280000
R. Obermair,13792,2,22,2020,1,0,1,60,69,2,325000
D. Ochieng,13794,0,25,2020,3,0,1,60,63,2,220000
W. Kurtovic,13795,2,22,2018,2,1,1,60,70,2,325000
T. Freriks,13797,2,19,2019,1,0,1,60,71,2,350000
Manu Moya,13798,2,22,2019,3,0,1,60,67,2,250000
A. Södlund,13799,2,21,2021,2,0,1,60,68,2,300000
M. Kurogi,13800,1,28,2021,2,0,1,60,60,2,210000
K. Sessa,13801,2,17,2021,2,0,1,60,80,3,400000
Sergio Tienza,13802,2,21,2020,0,0,1,60,70,1,260000
K. Michalski,13803,2,18,2021,3,0,1,60,75,2,375000
D. Restrepo,13807,4,25,2023,2,0,1,60,65,2,230000
J. Zickert,13811,2,20,2019,2,0,1,60,72,2,325000
Y. Ota,13812,1,35,2021,2,0,1,60,60,2,90000
K. Velasco,13813,4,21,2020,2,1,1,60,67,3,290000
A. Al Ruhaili,13814,1,23,2019,0,0,1,60,68,1,230000
B. Diakité,13816,2,17,2021,3,0,1,60,80,2,375000
E. Erenler,13819,1,25,2019,3,0,1,60,65,2,230000
K. Skoglund,13821,2,30,2020,3,0,1,60,60,2,150000
N. Knothe,13824,2,19,2020,3,0,1,60,75,2,400000
A. Buongiorno,13825,2,19,2019,3,1,1,60,76,2,400000
D. Beyreuther,13830,2,18,2021,3,1,1,60,76,2,375000
D. O'Shaughnessy,13833,2,23,2020,3,1,1,60,67,2,250000
L. Selahi,13834,2,19,2019,2,0,1,60,73,3,375000
A. Al Hamdan,13837,1,18,2020,1,0,1,60,74,2,425000
D. Henriquez,13838,4,19,2021,1,0,1,60,76,3,450000
Kike PIna,13839,2,21,2019,3,1,1,60,70,2,290000
E. Ntim,13840,0,22,2019,3,0,1,60,69,2,270000
J. Issa,13843,1,21,2020,2,0,1,60,71,2,325000
A. Halme,13846,2,20,2022,3,0,1,60,75,2,425000
M. Sifneos,13848,2,21,2021,1,0,1,60,69,2,325000
A. Maldonado,13850,4,20,2021,3,0,1,60,74,2,425000
Ximo Miralles,13851,2,22,2019,0,0,1,60,68,1,230000
F. Hörberg,13855,2,19,2021,2,0,1,60,72,2,350000
A. Calver,13856,3,22,2019,3,0,1,60,65,2,230000
G. Corbo,13858,2,18,2023,3,0,1,60,80,2,375000
Lombo,13859,2,19,2019,0,0,1,60,69,1,230000
D. Rasak,13861,2,22,2020,2,0,1,60,67,2,250000
E. Segberg,13863,2,21,2020,2,0,1,60,73,2,400000
R. Hironaga,13864,1,28,2021,0,1,1,60,61,1,170000
K. Böhnlein,13865,2,28,2020,2,1,1,60,60,2,170000
S. Atakayi,13866,2,19,2019,2,0,1,60,78,3,450000
A. Nguiamba,13867,2,19,2021,2,1,1,60,77,2,400000
M. Okazaki,13871,1,19,2021,3,0,1,60,75,2,400000
M. Rauschenberg,13875,2,26,2019,3,0,1,60,62,2,210000
S. Murillo,13876,4,24,2023,3,1,1,60,65,2,230000
F. Çakır,13877,1,23,2022,0,0,1,60,67,1,210000
Algobia,13881,2,19,2019,2,0,1,60,77,2,450000
T. Moniwa,13883,1,36,2022,3,0,1,60,60,2,30000
R. Yamasaki,13885,1,25,2018,1,1,1,60,63,2,260000
O. Okungbowa,13887,2,24,2019,2,0,1,60,65,2,240000
E. Weeger,13889,2,21,2020,3,0,1,60,67,2,250000
R. Ljubicic,13892,2,18,2021,2,0,1,60,70,2,300000
K. Arthur,13897,0,22,2019,2,0,1,60,64,3,270000
W. Parra,13899,4,23,2023,2,0,1,60,70,2,290000
O. Alseth,13900,2,23,2019,3,0,1,60,66,2,240000
J. Ortíz,13901,4,19,2021,3,0,1,60,74,2,400000
Matis Carvalho,13902,2,19,2019,0,0,1,60,73,1,300000
J. Mukena,13905,2,18,2019,3,0,1,60,74,2,375000
P. Kühn,13909,2,25,2019,0,0,1,60,63,1,180000
U. Saracco,13910,2,24,2019,0,0,1,60,66,1,210000
R. Garay,13918,4,21,2020,2,0,1,60,74,2,450000
V. van den Bogert,13919,2,18,2020,3,0,1,60,71,2,290000
A. De Francesco,13920,2,23,2021,2,0,1,60,67,2,290000
I. Camara,13921,2,17,2021,1,0,1,60,76,2,425000
N. Cowburn,13923,3,23,2019,3,0,1,60,65,2,230000
M. Eberwein,13924,2,22,2020,2,0,1,60,68,3,300000
I. Aaneba,13925,2,19,2020,3,0,1,60,71,2,300000
C. Kountouriotis,13926,2,20,2020,1,0,1,60,70,2,325000
M. Janssen,13927,2,19,2019,3,0,1,60,68,2,250000
M. Kanabah,13928,1,25,2019,2,1,1,60,64,2,230000
P. Posipal,13938,2,30,2019,2,0,1,60,60,2,150000
A. Sicker,13940,2,21,2019,3,1,1,60,70,2,290000
M. Komenda,13946,2,21,2020,3,1,1,60,71,2,325000
M. Seidel,13947,2,23,2019,0,0,1,60,69,1,240000
M. Kristensen,13948,2,21,2021,1,0,1,60,71,3,350000
R. Izumi,13949,1,24,2021,3,0,1,60,64,2,270000
Leja,13950,2,23,2019,0,0,1,60,69,1,240000
M. Batmaz,13954,1,18,2021,1,0,1,60,73,2,375000
B. Al Baqi,13955,1,28,2022,0,0,1,60,61,1,170000
V. Demaku,13957,2,18,2021,2,0,1,60,76,2,375000
N. Janvier,13958,2,19,2021,2,1,1,60,77,2,450000
C. Frommann,13959,2,20,2021,0,0,1,60,75,1,375000
L. Polvani,13962,2,23,2020,3,0,1,60,65,2,240000
A. Krysiak,13963,2,28,2018,0,0,1,60,60,1,150000
M. Peano,13964,4,19,2021,0,0,1,60,74,1,375000
N. Diallo,13965,2,22,2021,3,1,1,60,70,2,290000
A. Fejzullahu,13966,2,25,2019,3,0,1,60,65,2,230000
S. Ntiya-Ntiya,13968,0,21,2021,3,1,1,60,68,2,260000
L. Czyborra,13970,2,19,2021,3,1,1,60,76,2,400000
M. Gneba,13971,2,19,2021,1,0,1,60,73,3,400000
M. Skenderović,13978,2,20,2021,1,1,1,60,73,3,400000
J. Ngando,13979,0,18,2021,1,0,1,60,71,3,325000
J. Illum,13980,2,26,2019,1,0,1,60,62,2,250000
R. Çağıran,13982,1,23,2019,2,0,1,60,69,2,280000
E. Katayama,13983,1,26,2021,3,0,1,60,61,2,200000
R. Ziegele,13985,2,21,2019,3,0,1,60,74,2,425000
E. Çelenk,13986,1,29,2020,2,1,1,60,60,2,200000
L. Palmiero,13989,2,22,2019,2,0,1,60,71,2,350000
F. Ugrinic,13990,2,19,2020,2,0,1,60,79,2,450000
M. Hausjell,13991,2,19,2021,2,0,1,60,73,2,400000
I. Łasicki,13995,2,23,2019,3,0,1,60,67,2,250000
G. Guiffrey,13996,4,20,2021,3,1,1,60,71,2,325000
T. Buhagiar,13998,3,20,2020,2,0,1,60,72,3,375000
J. Cacciabue,14000,4,20,2021,2,0,1,60,71,2,350000
J. Ebot-Etchi,14002,2,22,2019,3,0,1,60,67,2,240000
J. Kamata,14003,1,32,2021,3,0,1,60,60,2,120000
C. Ojeda,14004,4,19,2020,1,1,1,60,77,3,450000
T. Almada,14006,4,17,2021,1,0,1,60,80,2,400000
K. Riksvold,14007,2,24,2019,1,0,1,60,63,2,260000
M. Acikgöz,14008,1,18,2019,2,0,1,60,73,2,375000
A. Poggenborg,14009,2,34,2019,0,0,1,60,60,1,80000
F. Buntić,14011,2,21,2020,0,1,1,60,70,1,260000
R. Lauwers,14013,2,19,2019,2,0,1,60,72,3,350000
Sebas Moyano,14014,2,21,2019,2,0,1,60,73,2,400000
D. Fitz,14018,2,19,2023,2,0,1,60,78,3,450000
M. Sarkaria,14021,2,21,2021,2,1,1,60,69,2,325000
F. Sachpekidis,14023,2,20,2020,2,0,1,60,72,3,375000
M. Mølvadgaard,14024,2,18,2020,1,0,1,60,73,3,375000
M. Merghem,14026,2,20,2021,1,0,1,60,69,2,325000
B. Galván,14027,4,17,2021,1,0,1,60,77,2,425000
P. Perina,14028,2,26,2019,0,0,1,60,62,1,170000
C. Jacob,14029,2,21,2019,3,0,1,60,70,2,290000
J. Pereyra,14030,4,19,2020,2,1,1,60,77,2,450000
J. Hou Sæter,14031,2,20,2021,2,0,1,60,75,2,450000
S. Lebus,14032,4,22,2020,2,0,1,60,70,2,325000
M. Dimun,14033,2,21,2022,2,0,1,60,73,2,350000
S. Laiton,14038,2,18,2020,0,0,1,60,82,1,400000
C. Riascos,14039,4,24,2023,3,0,1,60,67,2,240000
R. Mysak,14041,2,26,2018,0,0,1,60,64,1,190000
D. Fernández,14043,4,20,2023,2,0,1,60,67,2,290000
G. Gori,14044,2,19,2019,1,1,1,60,75,2,450000
F. Piszczek,14049,2,23,2022,1,0,1,60,67,2,300000
S. Nigro,14052,3,21,2019,3,0,1,60,69,3,280000
M. Zeidan,14056,2,20,2021,2,1,1,60,71,3,350000
B. Bvuma,14057,0,23,2020,0,0,1,60,69,1,240000
N. Fadiga,14059,2,18,2020,2,1,1,60,79,2,425000
H. Gueye,14061,0,19,2019,3,1,1,60,74,2,400000
M. Cerofolini,14062,2,19,2019,0,0,1,60,79,1,375000
K. Yamga,14066,2,21,2019,1,0,1,60,69,3,325000
L. Bätge,14069,2,20,2020,0,0,1,60,70,1,260000
F. Rohner,14071,2,19,2020,2,0,1,60,76,2,450000
L. Valenti,14072,4,19,2021,3,0,1,60,75,2,400000
M. Kessel,14074,2,33,2019,2,1,1,60,60,3,130000
J. Sinisterra,14075,4,19,2021,1,0,1,60,73,2,400000
C. Lewis,14079,3,21,2020,2,1,1,60,70,2,325000
J. Quezada,14084,4,27,2020,0,0,1,60,63,1,170000
J. Romil,14085,2,23,2020,1,0,1,60,69,2,325000
R. Lawan,14086,2,30,2018,2,0,1,60,60,2,190000
A. Canbaz,14087,1,20,2019,1,0,1,60,74,3,450000
O. Zanzala,14090,0,21,2020,1,0,1,60,70,2,350000
J. Kabongo,14091,2,20,2021,3,1,1,60,72,2,325000
D. Gojko,14092,2,20,2020,2,0,1,60,68,3,300000
M. Hingerl,14094,2,22,2020,2,0,1,60,69,2,325000
J. Chicco,14095,4,20,2021,2,0,1,60,76,2,425000
H. Tijanovich,14097,4,22,2019,1,0,1,60,69,2,325000
N. Fröling,14098,2,18,2021,1,0,1,60,73,2,375000
S. Asta,14102,2,17,2020,3,0,1,60,81,3,400000
A. Hollingen,14108,2,23,2018,2,0,1,60,64,2,270000
N. Mbouhom,14109,0,19,2019,1,1,1,60,72,4,375000
J. Morsay,14110,2,20,2018,1,0,1,60,70,3,325000
R. Frantsen,14111,2,26,2021,3,0,1,60,60,2,220000
C. Siya,14112,2,19,2021,2,1,1,60,74,2,450000
J. Dörfler,14114,2,21,2019,2,0,1,60,67,3,290000
G. Bakırbaş,14116,1,22,2021,0,0,1,60,66,1,210000
D. Chessa,14120,2,25,2019,2,1,1,60,61,2,250000
M. Balcılar,14122,1,22,2019,1,0,1,60,68,2,300000
N. Iwadate,14123,1,29,2021,0,0,1,60,60,1,140000
A. Lajami,14125,1,22,2022,3,0,1,60,73,2,350000
H. Fukushima,14126,1,25,2021,0,1,1,60,64,1,190000
P. Soko,14127,0,20,2019,2,0,1,60,69,2,325000
J. Mendive,14131,4,21,2021,0,0,1,60,69,1,240000
E. Besea,14134,0,21,2023,2,0,1,60,72,3,375000
F. Núñez,14135,4,22,2021,2,0,1,60,69,2,325000
A. Bianchimano,14137,2,21,2022,1,0,1,60,70,2,350000
J. Vreman,14138,2,20,2019,3,0,1,60,69,2,280000
M. Di Gennaro,14139,2,24,2021,3,0,1,60,67,2,250000
Pablo Ramón,14143,2,17,2019,3,0,1,60,81,2,400000
T. Iida,14145,1,23,2021,3,0,1,60,64,2,220000
F. Faist,14146,2,29,2019,0,1,1,60,60,1,140000
Sergio Moreno,14147,2,19,2019,1,0,1,60,73,2,400000
G. Vrioni,14148,2,19,2019,1,0,1,60,70,2,325000
W. Tchimbembé,14149,2,20,2021,2,1,1,60,74,3,450000
M. Abu Shararah,14150,1,27,2020,1,0,1,60,61,2,240000
P. Pusic,14151,2,19,2022,2,0,1,60,72,3,350000
I. Rojas,14152,4,20,2020,2,1,1,60,71,2,325000
B. Sissoko,14154,2,20,2021,3,0,1,60,71,2,325000
S. Paintsil,14155,0,22,2021,2,0,1,60,66,2,280000
M. Heinrich,14157,2,20,2019,2,0,1,60,68,3,300000
A. Erlingmark,14158,2,20,2021,2,0,1,60,69,2,325000
M. Cassara,14160,2,26,2019,0,0,1,60,64,1,190000
T. Tillman,14161,2,19,2019,2,0,1,60,78,3,450000
L. Budziłek,14166,2,27,2021,0,0,1,60,61,1,160000
B. Gyamfi,14171,0,22,2022,3,0,1,60,67,2,240000
Daniel Rebollo,14172,2,18,2019,0,0,1,60,74,1,350000
G. Canto,14173,4,24,2019,3,1,1,60,68,2,260000
E. Berger,14177,2,24,2021,3,0,1,60,67,2,250000
A. Siebeck,14179,2,24,2020,2,1,1,60,64,2,270000
D. Tagami,14182,1,25,2018,3,0,1,60,63,2,220000
D. Vokic,14183,2,22,2021,2,0,1,60,67,2,250000
R. D'Haese,14184,2,19,2019,2,0,1,60,72,3,350000
N. Temperini,14187,4,23,2020,0,0,1,60,69,1,240000
T. Ivanof,14188,2,20,2021,2,0,1,60,69,3,325000
B. Öztürk,14189,1,22,2019,3,0,1,60,69,2,280000
M. Fischer,14190,2,22,2020,2,1,1,60,67,2,290000
M. Drawz,14192,2,19,2019,1,1,1,60,75,3,450000
M. Al Olayan,14195,1,23,2019,3,0,1,60,66,2,240000
R. Sallinger,14199,2,22,2019,0,0,1,60,67,1,210000
J. van Benthem,14201,2,19,2020,3,0,1,60,71,2,300000
A. Bodart,14205,2,20,2019,0,0,1,60,71,1,280000
N. Bazzana,14206,4,22,2020,3,0,1,60,68,2,260000
M. Bleve,14207,2,22,2020,0,0,1,60,70,1,260000
M. Molina,14208,4,18,2021,1,0,1,60,77,2,425000
M. Behrens,14209,2,21,2020,0,0,1,60,70,1,260000
G. Nyamsi,14214,2,21,2020,3,0,1,60,70,2,290000
E. Reijnders,14215,2,17,2021,2,0,1,60,77,3,400000
U. Mohammed,14217,0,24,2020,2,0,1,60,66,2,280000
C. Pombo,14220,4,24,2019,2,0,1,60,66,2,280000
M. Maranda,14224,2,20,2019,3,0,1,60,69,2,280000
A. Al Obud,14225,1,23,2023,1,0,1,60,68,2,300000
T. Kallevåg,14226,2,25,2020,2,0,1,60,63,2,260000
S. Al Khayri,14228,1,23,2023,3,0,1,60,67,2,240000
F. Musaev,14229,1,29,2022,2,0,1,60,60,2,200000
Chechu Grana,14233,2,23,2019,0,0,1,60,66,1,210000
T. Siekman,14234,2,28,2019,3,1,1,60,62,2,200000
D. Camacho,14238,4,21,2021,2,0,1,60,73,3,400000
J. Oates,14239,3,27,2020,3,0,1,60,60,2,170000
B. Garré,14241,4,17,2020,1,1,1,60,78,3,400000
R. Tranberg,14242,2,25,2018,2,0,1,60,65,2,230000
S. Bougrine,14243,0,21,2021,2,0,1,60,69,2,325000
F. Juárez,14247,4,19,2020,2,0,1,60,73,2,375000
F. Lapis,14248,2,24,2020,3,1,1,60,64,2,220000
Cristian Rodríguez,14249,2,22,2019,2,0,1,60,70,3,325000
F. Andersson,14253,2,29,2018,0,0,1,60,60,1,140000
U. Tezel,14254,2,21,2020,3,0,1,60,69,3,280000
A. Camara,14255,0,20,2021,3,0,1,60,69,2,280000
J. Borgmann,14258,2,20,2020,3,0,1,60,67,2,250000
V. Arboleda,14262,4,21,2023,1,0,1,60,72,2,375000
M. Sorensen,14269,2,19,2021,3,1,1,60,75,2,400000
O. Dytyatev,14270,2,29,2020,3,0,1,60,60,2,160000
P. Mbodji,14271,0,20,2019,2,0,1,60,70,2,325000
S. Al Najai,14272,1,21,2021,2,0,1,60,69,2,280000
D. Margush,14273,3,20,2020,0,0,1,60,72,1,290000
M. Bokoum,14274,2,18,2021,2,1,1,60,71,3,325000
R. Wolsztyński,14275,2,23,2019,1,1,1,60,66,2,290000
R. Escobar,14277,4,20,2019,3,0,1,60,75,2,425000
A. Al Shammary,14278,1,22,2021,2,1,1,60,69,3,325000
